code_module,code_presentation,id_student,studied_credits,num_of_prev_attempts,final_result,date_registration,date_unregistration,classification,revenue_status,base_revenue,extra_revenue,total_revenue
BBB,2014J,698208,60,0,Fail,-23.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,698256,60,0,Distinction,-22.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,698345,60,0,Pass,-21.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,698352,60,0,Withdrawn,-21.0,,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,698357,60,0,Withdrawn,-22.0,165.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,698362,120,0,Distinction,-14.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,698369,120,0,Distinction,-14.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,698420,120,0,Distinction,-22.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,698432,60,0,Withdrawn,-21.0,151.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,698463,120,0,Distinction,-22.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,698471,120,0,Distinction,-22.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,698490,60,0,Withdrawn,-15.0,3.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,698494,60,0,Pass,-21.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,698498,60,0,Withdrawn,-21.0,12.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,698507,120,0,Distinction,-21.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,698509,120,0,Distinction,-21.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,698586,120,0,Withdrawn,-21.0,5.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,699007,120,0,Distinction,-17.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,699153,60,0,Pass,-17.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,699435,120,0,Pass,-16.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,699436,120,0,Distinction,-16.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,699437,120,0,Pass,-16.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,699488,120,0,Distinction,-15.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,699493,120,0,Withdrawn,-2.0,-1.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,699498,60,0,Pass,-15.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,699503,60,0,Pass,-5.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,699651,120,0,Distinction,-14.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,699656,120,0,Distinction,-14.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,699875,60,0,Withdrawn,13.0,25.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,700079,120,0,Distinction,-10.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,700086,60,0,Pass,-10.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,700441,120,0,Pass,-7.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,700458,60,0,Fail,-7.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,700815,120,0,Fail,-4.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
BBB,2014J,700820,120,0,Distinction,-4.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,1118432,60,0,Distinction,-59.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,1419671,60,0,Fail,-36.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,1432518,120,0,Fail,-36.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
BBB,2014J,1453140,90,1,Withdrawn,-130.0,158.0,Withdrawn,revenue_lost,900,0.0,900.0
BBB,2014J,1486048,120,0,Withdrawn,-93.0,104.0,Withdrawn,revenue_lost,1200,0.0,1200.0
BBB,2014J,1526770,90,0,Distinction,-25.0,,Distinction,revenue_secured,900,0.0,900.0
BBB,2014J,1533277,60,0,Pass,-121.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,1536122,120,1,Distinction,-28.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,1536591,120,2,Fail,-50.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
BBB,2014J,1547646,60,0,Distinction,-37.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,1560989,150,1,Fail,-149.0,,Fail,resit_fee_revenue,1500,750.0,2250.0
BBB,2014J,1563696,60,0,Pass,-127.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,1564706,60,0,Pass,-29.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,1585768,60,0,Fail,-39.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,1623795,60,0,Distinction,-53.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,1656979,60,0,Distinction,-35.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,1664280,60,0,Pass,-53.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,1723749,120,0,Pass,-29.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,1732956,120,0,Pass,-17.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,1733023,60,0,Distinction,-45.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,1752834,180,0,Pass,-8.0,,Pass,revenue_secured,1800,0.0,1800.0
BBB,2014J,1757561,60,1,Fail,-122.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,1784816,120,0,Pass,-41.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,1813493,60,0,Fail,-66.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,1832218,60,1,Pass,-44.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,1835389,60,0,Pass,-135.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,1843123,60,0,Pass,-29.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,1874935,120,0,Distinction,-38.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,1888723,60,0,Withdrawn,-116.0,-18.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,1891028,60,1,Fail,-45.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,1903095,60,0,Pass,-35.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,1926542,60,0,Pass,-101.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,1928536,60,0,Withdrawn,-32.0,156.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,1929491,60,0,Withdrawn,-70.0,-12.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,1937822,60,0,Distinction,-53.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,1972832,120,0,Distinction,-42.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,1989014,60,0,Pass,-51.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,1993672,60,5,Fail,-135.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2003628,60,0,Withdrawn,-29.0,12.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,2009239,120,2,Pass,-56.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2035574,120,0,Pass,-8.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2045569,60,0,Withdrawn,-32.0,67.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,2049740,60,0,Fail,-57.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2051809,120,0,Withdrawn,-108.0,-11.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2091096,60,0,Pass,-39.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2091193,60,0,Pass,-121.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2093092,120,0,Withdrawn,-59.0,-12.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2103305,120,0,Withdrawn,-16.0,122.0,Withdrawn,revenue_lost,1200,0.0,1200.0
BBB,2014J,2108914,120,0,Withdrawn,-43.0,12.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2115250,60,0,Distinction,-17.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,2145101,120,0,Withdrawn,-109.0,-51.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2149487,60,0,Pass,-102.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2159336,60,1,Withdrawn,-45.0,12.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,2169127,60,0,Withdrawn,-15.0,-12.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,2172163,120,1,Pass,-29.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2177423,60,3,Withdrawn,-147.0,69.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,2187308,120,0,Pass,-59.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2192113,60,1,Withdrawn,-38.0,53.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,2207474,60,0,Pass,-29.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2213814,60,0,Withdrawn,-52.0,125.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,2216682,60,0,Pass,-35.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2216778,60,0,Pass,-23.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2218789,120,0,Withdrawn,-85.0,11.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2227568,60,0,Distinction,-143.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,2228010,60,0,Pass,-36.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2228601,120,0,Distinction,-35.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,2229783,60,1,Pass,-48.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2232976,60,0,Withdrawn,-71.0,177.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,2237567,90,0,Withdrawn,-92.0,209.0,Withdrawn,revenue_lost,900,0.0,900.0
BBB,2014J,2239766,120,0,Withdrawn,-130.0,-5.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2241250,60,0,Fail,-72.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2242067,60,0,Pass,-105.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2248243,60,0,Pass,-67.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2251500,60,0,Fail,-53.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2263129,120,0,Fail,-30.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
BBB,2014J,2264569,60,0,Withdrawn,-84.0,130.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,2269561,60,0,Fail,-93.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2276854,180,3,Withdrawn,-161.0,12.0,Withdrawn,revenue_refunded,1800,0.0,450.0
BBB,2014J,2278390,60,0,Fail,-45.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2281286,60,0,Pass,-30.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2285017,60,0,Withdrawn,-64.0,-29.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,2292824,60,0,Withdrawn,-140.0,-1.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,2296716,60,0,Fail,-39.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2299745,60,0,Fail,-44.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2318161,60,0,Pass,-102.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2321660,60,0,Pass,-86.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2326401,60,0,Withdrawn,-14.0,123.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,2333415,120,0,Pass,-44.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2344216,120,0,Withdrawn,-91.0,12.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2346145,60,0,Pass,-38.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2349805,60,0,Fail,-11.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2353764,120,0,Pass,-59.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2357372,180,0,Withdrawn,-84.0,-44.0,Withdrawn,revenue_refunded,1800,0.0,450.0
BBB,2014J,2363168,60,0,Pass,-136.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2375759,60,1,Distinction,-59.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,2385665,60,0,Pass,-22.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2386867,60,1,Withdrawn,3.0,121.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,2394741,60,1,Fail,-88.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2399380,180,0,Withdrawn,-39.0,12.0,Withdrawn,revenue_refunded,1800,0.0,450.0
BBB,2014J,2401304,60,1,Pass,-48.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2407594,120,0,Pass,-44.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2410544,60,0,Pass,-17.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2414945,60,0,Fail,-36.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2423078,60,2,Fail,-28.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2426442,60,0,Withdrawn,-70.0,60.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,2426864,60,0,Pass,-39.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2428341,60,0,Pass,-49.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2432551,60,0,Fail,-35.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2436711,60,0,Pass,-122.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2444705,60,3,Pass,-51.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2446694,60,0,Fail,-30.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2448699,120,0,Fail,-21.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
BBB,2014J,2449399,60,0,Pass,-154.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2454351,90,0,Withdrawn,-155.0,5.0,Withdrawn,revenue_refunded,900,0.0,225.0
BBB,2014J,2459279,120,0,Fail,-127.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
BBB,2014J,2462576,60,1,Pass,-122.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2464901,120,0,Withdrawn,-35.0,12.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2475591,120,0,Pass,4.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2482994,60,1,Fail,-10.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2486159,60,1,Pass,-39.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2487430,60,0,Pass,-39.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2487573,150,0,Pass,-28.0,,Pass,revenue_secured,1500,0.0,1500.0
BBB,2014J,2494258,60,1,Pass,-156.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2497189,120,1,Withdrawn,-100.0,24.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2497624,120,0,Pass,-49.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2511519,60,0,Distinction,-30.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,2520290,60,0,Pass,-22.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2520649,60,0,Pass,5.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2537934,120,0,Fail,-38.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
BBB,2014J,2542310,60,2,Fail,-99.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2545047,120,0,Pass,-17.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2552708,60,1,Pass,-71.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2559992,120,1,Fail,-14.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
BBB,2014J,2567715,120,0,Fail,-32.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
BBB,2014J,2570396,60,1,Pass,-157.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2576637,120,0,Distinction,-22.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,2578532,120,0,Pass,-85.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2580626,60,1,Distinction,-144.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,2594368,60,0,Pass,-17.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2599784,60,0,Pass,-102.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2603061,120,0,Withdrawn,-8.0,2.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2603534,60,0,Withdrawn,-74.0,12.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,2609768,60,0,Withdrawn,-51.0,3.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,2610170,60,0,Withdrawn,-32.0,-16.0,Withdrawn,revenue_refunded,600,0.0,150.0
BBB,2014J,2610745,60,0,Pass,-53.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2611512,60,0,Fail,-39.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2614271,120,1,Withdrawn,-30.0,12.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2614777,60,0,Pass,-99.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2622652,60,0,Pass,-95.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2623656,60,3,Pass,-147.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2627398,60,0,Withdrawn,-25.0,171.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,2627493,120,0,Withdrawn,-156.0,-87.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2629503,240,1,Withdrawn,-30.0,12.0,Withdrawn,revenue_refunded,2400,0.0,600.0
BBB,2014J,2631298,60,0,Withdrawn,-135.0,160.0,Withdrawn,revenue_lost,600,0.0,600.0
BBB,2014J,2634319,60,0,Distinction,-30.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,2638403,60,0,Pass,-85.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2660510,60,0,Pass,-51.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2670300,60,0,Pass,-162.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2677541,120,1,Distinction,-22.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,2681505,60,0,Pass,-35.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2681940,60,5,Pass,-36.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2682693,120,0,Fail,-155.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
BBB,2014J,2684107,120,0,Withdrawn,-63.0,-2.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2685247,60,0,Distinction,-58.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,2687739,120,0,Withdrawn,-4.0,5.0,Withdrawn,revenue_refunded,1200,0.0,300.0
BBB,2014J,2687858,120,0,Pass,-136.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2688495,60,0,Distinction,-53.0,,Distinction,revenue_secured,600,0.0,600.0
BBB,2014J,2688945,60,0,Pass,-101.0,,Pass,revenue_secured,600,0.0,600.0
BBB,2014J,2692969,75,0,Pass,-88.0,,Pass,revenue_secured,750,0.0,750.0
BBB,2014J,2694919,120,0,Pass,-127.0,,Pass,revenue_secured,1200,0.0,1200.0
BBB,2014J,2698577,60,0,Fail,16.0,,Fail,resit_fee_revenue,600,300.0,900.0
BBB,2014J,2698588,120,0,Distinction,4.0,,Distinction,revenue_secured,1200,0.0,1200.0
BBB,2014J,2698591,180,0,Withdrawn,12.0,33.0,Withdrawn,revenue_lost,1800,0.0,1800.0
CCC,2014B,28418,30,0,Fail,-37.0,,Fail,resit_fee_revenue,300,150.0,450.0
CCC,2014B,29764,90,0,Distinction,-34.0,,Distinction,revenue_secured,900,0.0,900.0
CCC,2014B,29820,60,0,Pass,-57.0,,Pass,revenue_secured,600,0.0,600.0
CCC,2014B,40333,30,0,Withdrawn,-30.0,17.0,Withdrawn,revenue_refunded,300,0.0,75.0
CCC,2014B,40604,30,0,Pass,-17.0,,Pass,revenue_secured,300,0.0,300.0
CCC,2014B,42638,60,0,Pass,-52.0,,Pass,revenue_secured,600,0.0,600.0
CCC,2014B,45664,60,0,Withdrawn,-173.0,137.0,Withdrawn,revenue_lost,600,0.0,600.0
CCC,2014B,46605,60,0,Distinction,-54.0,,Distinction,revenue_secured,600,0.0,600.0
CCC,2014B,49119,90,0,Distinction,-74.0,,Distinction,revenue_secured,900,0.0,900.0
CCC,2014B,50263,60,0,Withdrawn,-113.0,45.0,Withdrawn,revenue_lost,600,0.0,600.0
CCC,2014B,51576,90,0,Withdrawn,-100.0,66.0,Withdrawn,revenue_lost,900,0.0,900.0
CCC,2014B,54391,60,0,Withdrawn,-4.0,109.0,Withdrawn,revenue_lost,600,0.0,600.0
CCC,2014B,57340,120,0,Pass,-58.0,,Pass,revenue_secured,1200,0.0,1200.0
CCC,2014B,59541,30,0,Withdrawn,-1.0,27.0,Withdrawn,revenue_refunded,300,0.0,75.0
CCC,2014B,62278,40,0,Fail,-54.0,,Fail,resit_fee_revenue,400,200.0,600.0
CCC,2014B,64296,60,0,Fail,-25.0,,Fail,resit_fee_revenue,600,300.0,900.0
CCC,2014B,66254,30,0,Fail,-26.0,,Fail,resit_fee_revenue,300,150.0,450.0
CCC,2014B,69489,150,0,Withdrawn,-268.0,-204.0,Withdrawn,revenue_refunded,1500,0.0,375.0
CCC,2014B,69494,80,0,Withdrawn,-103.0,22.0,Withdrawn,revenue_refunded,800,0.0,200.0
CCC,2014B,69703,120,0,Pass,-124.0,,Pass,revenue_secured,1200,0.0,1200.0
CCC,2014B,70381,30,0,Pass,-37.0,,Pass,revenue_secured,300,0.0,300.0
CCC,2014B,70771,60,0,Withdrawn,-17.0,115.0,Withdrawn,revenue_lost,600,0.0,600.0
CCC,2014B,74290,60,0,Withdrawn,-47.0,65.0,Withdrawn,revenue_lost,600,0.0,600.0
CCC,2014B,75454,120,0,Pass,-92.0,,Pass,revenue_secured,1200,0.0,1200.0
CCC,2014B,75469,210,0,Withdrawn,-97.0,-22.0,Withdrawn,revenue_refunded,2100,0.0,525.0
CCC,2014B,75728,30,0,Fail,-23.0,,Fail,resit_fee_revenue,300,150.0,450.0
CCC,2014B,79461,90,0,Withdrawn,-62.0,215.0,Withdrawn,revenue_lost,900,0.0,900.0
CCC,2014B,80329,120,0,Withdrawn,-156.0,66.0,Withdrawn,revenue_lost,1200,0.0,1200.0
CCC,2014B,82575,30,0,Distinction,-29.0,,Distinction,revenue_secured,300,0.0,300.0
CCC,2014B,83219,60,0,Pass,-29.0,,Pass,revenue_secured,600,0.0,600.0
CCC,2014B,83453,30,0,Withdrawn,-68.0,125.0,Withdrawn,revenue_lost,300,0.0,300.0
CCC,2014B,84299,120,0,Withdrawn,-57.0,149.0,Withdrawn,revenue_lost,1200,0.0,1200.0
CCC,2014B,86047,30,0,Withdrawn,-138.0,68.0,Withdrawn,revenue_lost,300,0.0,300.0
CCC,2014B,88758,330,0,Withdrawn,-138.0,-59.0,Withdrawn,revenue_refunded,3300,0.0,825.0
CCC,2014B,94484,120,0,Pass,-107.0,,Pass,revenue_secured,1200,0.0,1200.0
CCC,2014B,95906,120,0,Pass,-27.0,,Pass,revenue_secured,1200,0.0,1200.0
CCC,2014B,96538,60,0,Fail,-26.0,,Fail,resit_fee_revenue,600,300.0,900.0
CCC,2014B,97486,60,0,Withdrawn,-34.0,0.0,Withdrawn,revenue_refunded,600,0.0,150.0
CCC,2014B,100621,60,0,Withdrawn,-25.0,45.0,Withdrawn,revenue_lost,600,0.0,600.0
CCC,2014B,105523,90,0,Pass,-25.0,,Pass,revenue_secured,900,0.0,900.0
CCC,2014B,107028,90,0,Withdrawn,-176.0,201.0,Withdrawn,revenue_lost,900,0.0,900.0
CCC,2014B,107339,60,0,Pass,-178.0,,Pass,revenue_secured,600,0.0,600.0
CCC,2014B,108834,90,0,Withdrawn,-45.0,226.0,Withdrawn,revenue_lost,900,0.0,900.0
CCC,2014B,108947,120,0,Withdrawn,-102.0,-12.0,Withdrawn,revenue_refunded,1200,0.0,300.0
CCC,2014B,116174,90,0,Withdrawn,-24.0,10.0,Withdrawn,revenue_refunded,900,0.0,225.0
CCC,2014B,116518,80,0,Pass,-122.0,,Pass,revenue_secured,800,0.0,800.0
CCC,2014B,117232,90,0,Pass,-61.0,,Pass,revenue_secured,900,0.0,900.0
CCC,2014B,118098,30,0,Fail,-26.0,,Fail,resit_fee_revenue,300,150.0,450.0
CCC,2014B,119353,90,0,Withdrawn,-115.0,18.0,Withdrawn,revenue_refunded,900,0.0,225.0
CCC,2014B,119729,30,0,Withdrawn,-24.0,61.0,Withdrawn,revenue_lost,300,0.0,300.0
CCC,2014B,122392,60,0,Pass,-17.0,,Pass,revenue_secured,600,0.0,600.0
CCC,2014B,123598,90,0,Withdrawn,-144.0,207.0,Withdrawn,revenue_lost,900,0.0,900.0
CCC,2014B,124124,60,0,Withdrawn,-148.0,5.0,Withdrawn,revenue_refunded,600,0.0,150.0
CCC,2014B,124193,30,0,Distinction,-29.0,,Distinction,revenue_secured,300,0.0,300.0
CCC,2014B,126337,75,0,Withdrawn,-101.0,34.0,Withdrawn,revenue_lost,750,0.0,750.0
CCC,2014B,126394,120,0,Pass,-17.0,,Pass,revenue_secured,1200,0.0,1200.0
CCC,2014B,126395,30,0,Pass,-257.0,,Pass,revenue_secured,300,0.0,300.0
CCC,2014B,128510,180,0,Withdrawn,-185.0,58.0,Withdrawn,revenue_lost,1800,0.0,1800.0
CCC,2014B,129198,150,0,Withdrawn,-29.0,161.0,Withdrawn,revenue_lost,1500,0.0,1500.0
CCC,2014B,129638,30,0,Withdrawn,-29.0,101.0,Withdrawn,revenue_lost,300,0.0,300.0
CCC,2014B,129878,45,0,Fail,-172.0,,Fail,resit_fee_revenue,450,225.0,675.0
CCC,2014B,131145,90,0,Distinction,-54.0,,Distinction,revenue_secured,900,0.0,900.0
CCC,2014B,131695,120,0,Withdrawn,-128.0,-52.0,Withdrawn,revenue_refunded,1200,0.0,300.0
CCC,2014B,131933,30,0,Withdrawn,-75.0,132.0,Withdrawn,revenue_lost,300,0.0,300.0
