id_student,date_registration,date_unregistration
492480,-143.0,
492496,-86.0,
492537,-69.0,
492552,-136.0,67.0
492557,-184.0,234.0
492579,-53.0,5.0
492590,-80.0,
492592,-50.0,
492613,-36.0,
492635,-70.0,
492676,-87.0,
492726,-58.0,
492740,-171.0,
492842,-32.0,0.0
492851,-63.0,
492895,-71.0,80.0
492900,-67.0,
492909,-71.0,
492928,-64.0,
492946,-127.0,
492979,-43.0,
492993,-59.0,
493055,-22.0,12.0
493067,-67.0,0.0
493147,-93.0,24.0
493186,-116.0,
493207,-202.0,94.0
493296,-29.0,
493365,-116.0,27.0
493377,-27.0,82.0
493404,-92.0,
493416,-150.0,
493434,-69.0,97.0
493443,-86.0,
493451,-28.0,
493453,-145.0,
493460,-122.0,
493465,-87.0,
493515,-25.0,
493539,-52.0,
493559,-32.0,
493609,-57.0,118.0
493650,-87.0,145.0
493672,-32.0,-32.0
493725,-203.0,
493743,-80.0,-21.0
493760,-50.0,
493763,-58.0,
493773,-15.0,
493793,-132.0,-52.0
493822,-47.0,201.0
493826,-60.0,4.0
493876,-43.0,40.0
493879,-38.0,59.0
493891,-162.0,-51.0
493912,-27.0,
493958,-24.0,
493984,-88.0,146.0
493988,-19.0,
493999,-29.0,
494046,-82.0,86.0
494095,-65.0,
494143,-157.0,
494164,-21.0,
494165,-30.0,
494184,-51.0,
494191,-144.0,-53.0
494211,-30.0,
494212,-25.0,
494214,-51.0,
494270,-137.0,
494278,-16.0,
494291,-44.0,
494304,-22.0,
494329,-107.0,175.0
494335,-113.0,47.0
494340,-51.0,
494341,-43.0,
494383,-89.0,-61.0
494389,-43.0,94.0
494414,-75.0,-43.0
494424,-38.0,
494427,-53.0,
494433,-22.0,
494443,-126.0,
494471,-22.0,
494495,-13.0,
494498,-156.0,163.0
494622,-27.0,
494637,-28.0,
494667,-103.0,
494673,-42.0,
494722,-107.0,229.0
494728,-53.0,149.0
494786,-102.0,
494789,-59.0,
494806,-144.0,
494818,-25.0,
494829,-4.0,173.0
494838,-126.0,
494840,-83.0,54.0
494866,-65.0,48.0
494872,-62.0,
494896,-176.0,47.0
494903,-22.0,
494911,-129.0,12.0
494919,-164.0,
494927,-77.0,95.0
494948,-89.0,13.0
494960,-196.0,
494975,-67.0,112.0
495035,-132.0,
495115,-153.0,95.0
495239,-36.0,
495276,-36.0,
495284,-29.0,
495298,-25.0,52.0
495318,-36.0,27.0
495320,-155.0,
495324,-64.0,40.0
495377,-100.0,-30.0
495429,-21.0,
495438,-87.0,
495449,-66.0,
495489,-21.0,
495493,-36.0,
495509,-166.0,
495522,-122.0,147.0
495580,-102.0,
495615,-120.0,
495618,-66.0,101.0
495621,-73.0,
495625,11.0,
495674,-25.0,
495734,-8.0,
495762,-165.0,3.0
495776,-136.0,
495786,-53.0,
495856,-12.0,
495875,-23.0,46.0
495876,-24.0,
495879,-46.0,
495881,-56.0,
495887,-32.0,
495903,-156.0,190.0
495913,-22.0,39.0
495948,-44.0,
495958,-60.0,-7.0
495976,-15.0,
496041,-23.0,
496070,-59.0,
496085,-104.0,
496091,-42.0,
496108,-75.0,45.0
496154,-27.0,87.0
496185,-50.0,
496217,-58.0,
496220,-15.0,
496224,-25.0,
496243,-23.0,
496315,-66.0,
496334,-32.0,
496355,-128.0,
496373,-67.0,-42.0
496381,-63.0,
496442,-85.0,
496470,-102.0,
496491,-46.0,
496493,-92.0,97.0
496494,-77.0,
496530,-141.0,
496542,-179.0,143.0
496547,-86.0,-75.0
496561,-109.0,
496564,-171.0,
496590,-40.0,
496601,-30.0,
496657,-23.0,121.0
496671,-23.0,
496674,-29.0,
496764,-96.0,
496801,-94.0,
496815,-3.0,6.0
496845,-21.0,
496916,-116.0,
496978,-58.0,
496981,-42.0,0.0
497047,-156.0,-8.0
497074,-29.0,
497080,-25.0,223.0
497084,-37.0,
497088,-101.0,
497102,-22.0,
497130,-22.0,
497139,-36.0,57.0
497180,-101.0,
497190,-25.0,
497206,-29.0,0.0
497211,-156.0,
497226,-28.0,
497229,-23.0,
497278,-16.0,48.0
497280,-28.0,
497349,-178.0,
497361,-79.0,
497405,-143.0,-4.0
497410,-30.0,
497415,-49.0,
497468,-25.0,
497475,-51.0,95.0
497536,-77.0,65.0
497580,-124.0,
497584,-65.0,27.0
497590,-122.0,
497607,-23.0,
497619,-120.0,
497632,-198.0,
497793,-128.0,
497809,-178.0,
497855,-82.0,
497872,-32.0,49.0
497891,-148.0,28.0
497897,-123.0,
497898,-18.0,-16.0
497925,-103.0,0.0
497955,-18.0,187.0
497989,-86.0,12.0
497994,-82.0,
498006,-44.0,
498031,-36.0,
498043,-82.0,
498065,-51.0,
498131,-59.0,
498138,-148.0,
498175,-29.0,
498225,-59.0,-4.0
498236,-32.0,
498261,-232.0,-45.0
498266,-47.0,
498269,-48.0,
498296,-52.0,
498320,-15.0,
498326,-21.0,12.0
498363,5.0,226.0
498371,-171.0,118.0
498432,-53.0,152.0
498438,-218.0,-123.0
498442,-10.0,
498455,-21.0,
498459,-156.0,
498527,-80.0,
498543,-82.0,
498554,-102.0,
498564,-2.0,
498578,-24.0,
498582,-68.0,135.0
498602,-28.0,
498635,-36.0,
498636,-24.0,138.0
498702,-51.0,
498741,-25.0,
498755,-109.0,
498793,-59.0,68.0
498821,-203.0,
498828,-99.0,
498835,-92.0,
498841,-29.0,241.0
498857,-16.0,
498877,-95.0,3.0
498892,-28.0,
498898,-30.0,157.0
498903,-190.0,0.0
498905,-22.0,180.0
498967,-109.0,
498972,-51.0,
498980,-65.0,
499006,-38.0,
499027,-42.0,
499056,-27.0,
499067,-80.0,
499118,-23.0,
499187,-53.0,
499244,-30.0,145.0
499246,-66.0,
499354,-22.0,
499372,-109.0,
499373,-37.0,10.0
499380,-64.0,
499386,-158.0,
499387,-93.0,
499392,-32.0,
499400,-29.0,
499404,-137.0,-46.0
499419,-133.0,-31.0
499420,-24.0,
499446,-26.0,
499469,-49.0,
499483,-10.0,
499511,-30.0,
499557,-22.0,
499564,-36.0,
499624,-92.0,236.0
499683,-25.0,31.0
499703,-143.0,
499768,-16.0,-5.0
499790,-30.0,
499813,-25.0,
499819,-52.0,
499822,-107.0,137.0
499848,-8.0,
499865,-109.0,151.0
499881,-44.0,
499891,-18.0,
499931,-116.0,
499952,-87.0,-10.0
499993,-162.0,
500001,-172.0,-129.0
500006,-34.0,
500016,-71.0,
500031,-30.0,
500067,-170.0,
500068,-156.0,
500099,-58.0,106.0
500112,-43.0,
500113,-109.0,
500135,-37.0,
500136,-151.0,
500137,-183.0,58.0
500189,-25.0,
500230,-94.0,
500279,-120.0,69.0
500283,-67.0,
500339,-44.0,46.0
500395,-29.0,219.0
500440,-18.0,-5.0
500459,-53.0,
500502,-70.0,
500507,-61.0,208.0
500521,-56.0,118.0
500522,-27.0,139.0
500552,-81.0,
500581,-183.0,
500585,-102.0,163.0
500597,-22.0,
500618,-25.0,
500625,-36.0,12.0
500652,-18.0,
500659,-74.0,110.0
500668,-81.0,
500707,-53.0,165.0
500719,-106.0,74.0
500720,-29.0,
500766,-48.0,
500772,-79.0,
500779,-28.0,
500785,-157.0,111.0
500791,-89.0,
500815,-208.0,
500819,-85.0,
500836,-102.0,
500915,-87.0,223.0
500958,-55.0,
501008,-46.0,187.0
501053,-53.0,
501095,-31.0,
501123,-11.0,122.0
501146,-109.0,
501158,-15.0,
501203,-97.0,
501208,-46.0,
501302,-206.0,-57.0
501336,-53.0,
501339,-194.0,62.0
501411,-100.0,-12.0
501414,-114.0,-39.0
501421,-29.0,
501422,-35.0,12.0
501425,-66.0,
501432,-122.0,
501443,-150.0,
501444,-59.0,
501487,-78.0,
501488,-49.0,213.0
501493,-142.0,
501550,-44.0,
501617,-101.0,
501637,-67.0,
501652,-62.0,
501723,-103.0,90.0
501755,-136.0,90.0
501862,-42.0,
501867,-43.0,
501869,-36.0,
501871,-100.0,
501879,-96.0,
501888,-22.0,
501890,-123.0,6.0
501897,-14.0,10.0
501918,-25.0,
501921,-155.0,
501922,-37.0,
501945,-158.0,100.0
501955,-119.0,
501960,-94.0,
502004,-25.0,
502011,-70.0,
502051,-90.0,59.0
502057,-45.0,19.0
502088,-162.0,
502131,-162.0,48.0
502136,-53.0,
502150,-25.0,52.0
502161,-92.0,
502182,-8.0,
502207,-82.0,104.0
502249,-172.0,
502279,-164.0,-96.0
502303,-46.0,
502353,-87.0,74.0
502356,-32.0,
502361,-160.0,-18.0
502391,-52.0,
502393,-32.0,
502441,-58.0,
502452,-114.0,-57.0
502465,-192.0,
502466,-82.0,169.0
502470,-23.0,
502477,-38.0,
502479,-32.0,95.0
502501,-24.0,
502512,-102.0,
502517,-140.0,-21.0
502531,-23.0,144.0
502548,-63.0,
502554,-16.0,
502557,-87.0,103.0
502604,-73.0,
502621,-88.0,-46.0
502638,-145.0,
502640,-17.0,65.0
502642,-18.0,
502694,-24.0,
502696,-113.0,173.0
502697,-22.0,
502709,-40.0,
502713,-50.0,
502717,-21.0,
502736,4.0,
502763,-95.0,
502766,-71.0,
502767,-72.0,
502779,-31.0,62.0
502833,-38.0,
502868,-225.0,
502872,-23.0,
502900,-23.0,
502903,-34.0,27.0
502929,-96.0,220.0
502973,-132.0,
502993,-24.0,
503015,-36.0,66.0
503023,-129.0,
503024,-67.0,-19.0
503086,-82.0,
503100,2.0,109.0
503120,-74.0,
503134,-127.0,19.0
503154,-25.0,
503159,-149.0,12.0
503170,-53.0,
503183,-50.0,
503201,-10.0,
503322,-36.0,
503352,-38.0,
503353,-23.0,46.0
503368,-58.0,
503390,-21.0,
503400,-21.0,52.0
503401,-100.0,-10.0
503457,-72.0,
503469,-108.0,
503477,-18.0,
503491,-135.0,
503497,-15.0,
503509,-126.0,
503516,-31.0,
503544,-30.0,
503610,-52.0,
503663,-24.0,
503668,-27.0,
503684,-18.0,
503710,-115.0,
503731,-135.0,
503764,-22.0,
503779,-137.0,
503783,-152.0,
503804,-28.0,
503838,-45.0,
503872,-16.0,110.0
503878,-102.0,165.0
503889,-70.0,
503926,-102.0,
504013,-36.0,
504014,-58.0,
504021,-25.0,118.0
504022,-30.0,
504028,-77.0,
504034,-18.0,117.0
504057,-12.0,125.0
504062,-11.0,
504064,-130.0,-8.0
504066,-41.0,-9.0
504076,-150.0,
504089,-15.0,
504102,-24.0,
504105,-75.0,
504157,-80.0,
504162,-51.0,
504190,-123.0,
504200,-59.0,
504231,-174.0,
504234,-56.0,
504243,-25.0,
504246,-95.0,-5.0
504251,-102.0,
504270,-93.0,
504300,-124.0,33.0
504321,-179.0,
504352,-54.0,
504363,-24.0,
504368,-79.0,
504393,-85.0,4.0
504404,-51.0,
504429,-32.0,
504466,-29.0,
504492,-32.0,
504533,-130.0,
504552,-15.0,100.0
504583,-144.0,0.0
504589,-43.0,
504596,-116.0,
504597,-31.0,
504602,-146.0,-4.0
504635,-46.0,
504652,-87.0,
504689,-144.0,26.0
504700,-36.0,-1.0
504728,-247.0,
504737,-167.0,
504741,-77.0,-53.0
504749,-30.0,157.0
504819,-157.0,
504824,-106.0,
504834,-100.0,97.0
504841,-12.0,9.0
504842,-141.0,0.0
504862,-56.0,
504899,-196.0,-121.0
504936,-18.0,
504956,-107.0,214.0
504967,-116.0,
505002,-46.0,
505017,-107.0,
505047,-66.0,
505108,-95.0,
505123,-221.0,-68.0
505131,-246.0,203.0
505142,-137.0,86.0
505151,-60.0,-1.0
505153,-117.0,100.0
505199,-96.0,
505209,-24.0,65.0
505216,-44.0,
505235,-34.0,60.0
505244,-46.0,27.0
505248,-72.0,153.0
505311,-153.0,
505315,-106.0,
505333,-25.0,
505376,-25.0,
505403,-88.0,58.0
505410,-86.0,
505413,-58.0,
505417,-128.0,146.0
505488,-89.0,
505499,-157.0,-2.0
505501,-78.0,24.0
505503,-35.0,
505508,-53.0,
505520,-25.0,143.0
505561,-150.0,72.0
505579,-50.0,
505592,-53.0,27.0
505595,-46.0,74.0
505606,-43.0,
505692,-41.0,-29.0
505694,-80.0,
505700,-22.0,
505722,-158.0,
505727,-24.0,
505754,-29.0,
505762,-66.0,
505767,-75.0,
505773,-72.0,
505815,-61.0,58.0
505826,-34.0,51.0
505854,-68.0,216.0
505855,-150.0,
505856,-192.0,
505871,-24.0,
505878,-37.0,
505899,-36.0,
505900,-148.0,0.0
505930,-20.0,
505959,-116.0,
505961,-162.0,
505967,-101.0,-7.0
506020,-43.0,
506038,-59.0,
506056,-53.0,
506092,-61.0,-4.0
506144,-15.0,
506185,-37.0,
506205,-51.0,
506206,-124.0,
506219,-45.0,
506233,-71.0,
506248,-99.0,
506288,-57.0,12.0
506289,-80.0,
506309,-195.0,
506321,-176.0,
506360,-58.0,
506380,-157.0,27.0
506412,-20.0,
506476,-202.0,44.0
506498,-155.0,132.0
506504,-43.0,
506533,-10.0,
506543,-129.0,
506550,-80.0,
506582,-156.0,
506597,-36.0,0.0
506618,-116.0,116.0
506622,-36.0,
506650,-100.0,220.0
506674,-17.0,
506679,-142.0,
506705,-81.0,
506753,-34.0,
506767,-100.0,
506783,-99.0,
506785,-140.0,
506804,-32.0,
506824,-122.0,
506829,-25.0,150.0
506930,-102.0,
506980,-43.0,
507009,-124.0,33.0
507010,-75.0,
507014,-160.0,
507016,-25.0,
507031,-85.0,158.0
507034,-58.0,
507084,-142.0,
507113,-68.0,
507115,-29.0,
507149,-100.0,
507184,-21.0,49.0
507221,-114.0,3.0
507257,-25.0,
507279,-36.0,
507285,-152.0,
507300,-22.0,
507303,-179.0,27.0
507311,-93.0,
507320,-21.0,27.0
507334,-8.0,
507344,-142.0,
507359,-23.0,
507375,-28.0,
507386,-22.0,
507387,-31.0,
507388,-22.0,214.0
507389,-58.0,
507478,-101.0,
507485,-22.0,27.0
507523,-155.0,
507576,-130.0,-16.0
507577,-24.0,150.0
507671,-257.0,100.0
507676,-103.0,
507685,-165.0,4.0
507730,-9.0,
507743,-24.0,
507783,-32.0,
507801,-149.0,-8.0
507812,-134.0,200.0
507817,-72.0,
507844,-132.0,
507935,-41.0,
507941,-31.0,
507944,-81.0,-19.0
507967,-30.0,
507983,-80.0,
508025,-202.0,
508028,-194.0,
508047,-122.0,79.0
508059,-120.0,
508068,-93.0,
508079,-96.0,
508100,-17.0,
508103,-92.0,26.0
508210,-32.0,
508227,-45.0,-7.0
508232,-150.0,0.0
508244,-31.0,
508246,-192.0,
508274,-58.0,
508288,-29.0,
508295,-58.0,
508326,-43.0,
508388,-136.0,
508400,-82.0,
508414,-166.0,30.0
508422,-8.0,
508431,-35.0,12.0
508446,-24.0,83.0
508452,-171.0,
508469,-73.0,30.0
508470,-97.0,
508517,-29.0,
508537,-72.0,
508572,-22.0,
508573,-51.0,
508594,-24.0,226.0
508601,-44.0,51.0
508615,-110.0,142.0
508626,-46.0,
508627,-59.0,
508630,-107.0,
508637,-73.0,
508662,-16.0,
508668,-23.0,
508713,-129.0,
508749,-15.0,121.0
508759,-130.0,206.0
508775,-155.0,12.0
508785,-88.0,
508804,-60.0,
508818,-156.0,
508829,-138.0,
508830,-72.0,
508848,-244.0,-212.0
508859,-73.0,
508872,-25.0,194.0
508924,-40.0,
508927,-22.0,
508934,-98.0,
508940,-36.0,
508942,-38.0,
509029,-89.0,
509034,-142.0,
509036,-44.0,
509100,-144.0,-16.0
509102,-141.0,
509122,-242.0,67.0
509130,-24.0,27.0
509148,-52.0,9.0
509150,-42.0,167.0
509156,-22.0,
509177,-86.0,-2.0
509183,-81.0,
509226,-127.0,
509236,-94.0,
509258,-15.0,
509277,-100.0,
509279,-183.0,
509292,-22.0,178.0
509295,-122.0,-25.0
509327,-124.0,
509334,-101.0,-81.0
509390,-114.0,
509402,-89.0,
509407,-172.0,75.0
509416,-49.0,-7.0
509417,-304.0,0.0
509466,-109.0,
509501,-53.0,61.0
509535,-23.0,27.0
509536,-154.0,
509578,-38.0,
509607,-25.0,
509610,-95.0,
509634,-52.0,151.0
509649,-29.0,
509680,-29.0,-1.0
509696,-17.0,
509710,-92.0,
509737,-24.0,
509768,-72.0,
509780,-42.0,
509797,-15.0,
509839,-165.0,
509845,-62.0,111.0
509866,-52.0,
509873,-25.0,
509901,-36.0,
509913,-29.0,
509926,-22.0,
509929,-60.0,
509933,-50.0,
509935,-57.0,
509940,-22.0,98.0
509998,-109.0,
510027,-119.0,
510054,-32.0,
510068,-72.0,
510070,-47.0,198.0
510112,-22.0,28.0
510141,-28.0,158.0
510142,-10.0,
510149,-81.0,
510169,-46.0,218.0
510182,-202.0,
510186,-106.0,
510195,-46.0,
510266,-102.0,
510335,-130.0,
510401,-37.0,
510402,-60.0,
510420,-235.0,
510424,-24.0,
510435,-52.0,72.0
510438,-22.0,
510456,-85.0,
510460,-28.0,
510471,-43.0,
510492,-88.0,
510530,-160.0,178.0
510532,-29.0,12.0
510533,-66.0,
510534,-128.0,
510545,-115.0,-103.0
510556,-22.0,
510650,-158.0,-80.0
510693,-52.0,
510694,-29.0,
510737,-45.0,
510756,-23.0,
510759,-178.0,
510762,-10.0,
510776,-4.0,
510845,-36.0,
510846,-84.0,
510864,-59.0,
510868,-29.0,214.0
510873,-169.0,
510874,-73.0,
510883,-18.0,
510914,-179.0,136.0
511001,-15.0,
511005,-15.0,12.0
511050,-50.0,
511067,-18.0,
511109,-114.0,
511199,-45.0,
511228,-54.0,
511238,-75.0,-53.0
511246,-64.0,
511258,-144.0,
511271,-1.0,
511282,-150.0,
511295,-121.0,
511306,-46.0,
511309,-25.0,
511340,-15.0,
511345,-116.0,
511350,-29.0,226.0
511424,-109.0,-46.0
511432,-75.0,-5.0
511453,-192.0,
511459,-78.0,
511469,-123.0,6.0
511473,-103.0,
511474,-25.0,
511492,-8.0,
511506,-80.0,
511514,-16.0,27.0
511515,-96.0,
511524,-30.0,
511527,-95.0,
511544,-21.0,
511569,-23.0,53.0
511571,-26.0,
511576,-27.0,
511612,-109.0,122.0
511636,-59.0,-7.0
511652,-106.0,-30.0
511657,-22.0,
511676,-100.0,
511678,-92.0,
511693,-122.0,
511762,-28.0,
511807,-142.0,
511859,-42.0,-3.0
511869,-45.0,-44.0
511890,-115.0,-17.0
511901,-229.0,
511912,-29.0,
511949,-29.0,
511958,-22.0,16.0
511962,-73.0,-19.0
511981,-155.0,
511990,-15.0,
512046,-94.0,
512050,-39.0,
512070,-165.0,
512080,-22.0,
512118,-148.0,80.0
512123,-37.0,
512180,-46.0,
512236,-59.0,
512242,-25.0,
512257,-100.0,
512258,-143.0,
512259,-70.0,
512305,-21.0,27.0
512330,-43.0,
512335,-155.0,109.0
512353,-24.0,
512404,-22.0,81.0
512411,-32.0,
512417,-71.0,
512460,-32.0,
512468,-77.0,
512475,-22.0,
512493,-81.0,2.0
512525,-49.0,158.0
512546,-29.0,
512581,-85.0,
512582,-136.0,142.0
512693,-28.0,6.0
512706,-150.0,
512722,-22.0,
512725,-66.0,10.0
512775,-46.0,
512805,-28.0,
512839,-75.0,
512852,-16.0,
512859,-178.0,
512861,-68.0,
512883,-114.0,69.0
512911,-83.0,
512924,-119.0,-2.0
512929,-128.0,
512940,-46.0,
512961,-190.0,
512977,-42.0,
512995,-77.0,
513005,-95.0,
513007,-87.0,
513016,-93.0,-80.0
513076,-127.0,
513077,-32.0,
513093,-137.0,
513166,-10.0,
513172,-77.0,
513196,-25.0,5.0
513204,-169.0,130.0
513210,-122.0,198.0
513211,-46.0,
513228,-135.0,
513246,-30.0,119.0
513250,-45.0,
513266,3.0,
513268,-25.0,
513272,-77.0,
513283,-74.0,150.0
513315,-89.0,
513349,-136.0,
513356,-82.0,212.0
513368,-142.0,-29.0
513396,-10.0,
513415,-150.0,170.0
513422,-4.0,
513428,-107.0,
513482,-135.0,
513499,-87.0,
513638,-40.0,
513648,-158.0,0.0
513672,-29.0,
513687,-123.0,108.0
513701,-232.0,
513733,-25.0,
513751,-39.0,
513757,-76.0,
513773,-93.0,
513796,-130.0,0.0
513836,-150.0,104.0
513853,-145.0,
513854,-98.0,
513881,-36.0,167.0
513918,-123.0,12.0
513934,-25.0,156.0
513954,-152.0,
513957,-163.0,
513969,-114.0,-54.0
513997,-268.0,-29.0
514000,-22.0,
514006,-78.0,-8.0
514028,-23.0,30.0
514031,-32.0,
514040,-145.0,0.0
514043,-81.0,
514074,-25.0,107.0
514078,-38.0,
514096,-162.0,
514125,-137.0,
514140,-27.0,
514186,-25.0,
514218,-53.0,46.0
514277,-206.0,10.0
514300,-53.0,
514302,-101.0,
514324,-39.0,
514365,-150.0,20.0
514445,-83.0,
514495,-53.0,0.0
514504,-143.0,143.0
514526,-22.0,-12.0
514556,-25.0,
514558,-51.0,
514580,-27.0,
514581,-162.0,-46.0
514605,-137.0,-124.0
514633,10.0,
514648,-84.0,
514675,-144.0,
514699,-24.0,
514756,-109.0,
514773,-18.0,132.0
514776,-72.0,
514819,-23.0,-16.0
514824,-117.0,-9.0
514852,-58.0,
514864,-28.0,
514903,-23.0,
514913,-41.0,191.0
514934,-70.0,0.0
514951,-15.0,57.0
514969,-96.0,
514981,-128.0,
514987,-113.0,
515035,-55.0,
515046,-85.0,
515051,-93.0,
515052,-95.0,
515056,-37.0,
515070,-134.0,
515105,-93.0,
515107,-232.0,
515125,-170.0,
515130,-106.0,
515161,-36.0,
515170,-25.0,
515174,-52.0,27.0
515203,-44.0,
515209,-30.0,0.0
515247,-70.0,82.0
515278,-61.0,
515285,-176.0,
515311,-61.0,
515329,-42.0,
515331,-24.0,
515345,4.0,
515349,-14.0,
515370,-86.0,-22.0
515417,-191.0,
515426,-115.0,
515474,-111.0,
515491,-60.0,
515496,-24.0,
515497,-24.0,
515515,-29.0,
515520,-37.0,
515536,-51.0,
515574,-46.0,
515595,-61.0,
515645,-92.0,
515646,-32.0,
515648,-82.0,-7.0
515676,-43.0,
515734,-115.0,
515774,-72.0,
515812,-80.0,-8.0
515821,-22.0,
515833,-143.0,
515844,-86.0,
515857,-35.0,
515859,-85.0,
515888,-120.0,
515903,-61.0,
515936,-10.0,201.0
515938,-113.0,
515945,-23.0,
515959,-61.0,
515965,-22.0,
515977,-59.0,
516010,-77.0,
516024,-171.0,
516047,-136.0,73.0
516055,-143.0,-37.0
516057,-30.0,
516095,-107.0,
516165,-145.0,-1.0
516212,-134.0,0.0
516214,-66.0,0.0
516222,-52.0,27.0
516238,-179.0,
516281,-10.0,
516318,-93.0,
516343,-29.0,
516364,-114.0,221.0
516398,-142.0,
516405,-155.0,67.0
516432,-135.0,
516434,-26.0,
516435,-43.0,
516447,-52.0,-1.0
516450,-24.0,
516456,-15.0,
516475,-10.0,
516495,-72.0,
516496,-22.0,
516519,-137.0,-5.0
516529,-92.0,
516562,-17.0,
516588,-50.0,
516601,-18.0,
516602,-73.0,
516620,-36.0,
516634,-78.0,
516653,-80.0,
516673,-67.0,-1.0
516685,-113.0,49.0
516726,-24.0,
516728,-51.0,
516770,-42.0,93.0
516776,-72.0,
516841,-89.0,
516843,-16.0,219.0
516894,-128.0,
516926,-32.0,
516946,-38.0,
517000,-42.0,
517016,-145.0,
517043,-127.0,
517062,-77.0,135.0
517075,-121.0,-95.0
517093,-39.0,
517094,-21.0,
517112,-57.0,-19.0
517175,-15.0,
517195,-58.0,
517223,-15.0,
517231,-65.0,
517263,-127.0,
517269,-15.0,
517274,-116.0,
517277,-93.0,
517349,-24.0,218.0
517352,-80.0,
517362,-128.0,125.0
517416,-148.0,
517474,-59.0,
517481,-3.0,
517486,-137.0,
517551,-121.0,
517553,-162.0,165.0
517569,-29.0,
517571,-145.0,0.0
517617,-162.0,
517646,-52.0,
517679,-151.0,
517701,-18.0,-2.0
517726,-20.0,51.0
517731,-130.0,
517778,-174.0,
517850,-114.0,
517853,-50.0,
517864,-68.0,
517890,-30.0,
517922,-138.0,-17.0
517999,-25.0,
518029,-52.0,18.0
518097,-66.0,
518116,-66.0,
518126,-46.0,
518134,-129.0,
518145,-78.0,
518155,-21.0,216.0
518189,-123.0,
518194,-64.0,-7.0
518210,-60.0,
518223,-156.0,
518244,-128.0,
518258,-59.0,
518265,-29.0,-11.0
518288,-167.0,
518330,-131.0,-8.0
518349,-152.0,
518359,-22.0,
518363,-85.0,
518364,-57.0,
518385,-15.0,68.0
518389,-44.0,
518412,-82.0,
518436,-58.0,
518451,-150.0,-10.0
518469,-144.0,
518496,-115.0,
518503,-29.0,12.0
518544,-114.0,
518599,-155.0,-109.0
518661,-123.0,
518709,-29.0,120.0
518711,-64.0,
518731,-32.0,
518771,-88.0,
518805,-29.0,0.0
518808,-10.0,
518831,-28.0,
518862,-255.0,
518876,-97.0,
518879,-64.0,
518904,-22.0,
518906,-28.0,0.0
518930,-53.0,
518937,-66.0,
518951,-165.0,
518970,-104.0,
519012,-64.0,
519057,-18.0,
519078,-99.0,
519084,-75.0,
519091,-53.0,
519094,-61.0,
519100,-42.0,165.0
519102,-73.0,
519115,-88.0,
519116,-109.0,103.0
519155,-123.0,90.0
519185,-74.0,
519211,-60.0,
519222,-95.0,
519258,-95.0,12.0
519294,-67.0,
519358,-73.0,163.0
519387,-82.0,
519449,-39.0,-7.0
519472,-36.0,
519491,-156.0,-3.0
519500,-183.0,27.0
519506,-88.0,
519510,-36.0,
519540,-42.0,
519544,-200.0,
519552,-102.0,
519584,-74.0,
519589,-47.0,
519600,-20.0,27.0
519602,-21.0,
519622,-117.0,
519647,-179.0,27.0
519684,-65.0,
519715,-48.0,
519751,-81.0,-8.0
519800,-111.0,
519859,-148.0,
519879,-63.0,13.0
519910,-16.0,
519936,-98.0,
519941,-39.0,145.0
519945,-169.0,2.0
519961,-73.0,
519969,-29.0,
519995,-12.0,0.0
520002,-143.0,
520006,-130.0,
520024,-106.0,174.0
520026,-59.0,-31.0
520049,-50.0,-2.0
520061,-128.0,-57.0
520073,-53.0,
520076,-136.0,
520077,-129.0,
520082,-27.0,
520092,-128.0,30.0
520097,-121.0,
520100,-80.0,
520150,-58.0,
520153,-53.0,-15.0
520187,-90.0,
520230,-23.0,27.0
520249,-28.0,101.0
520265,-114.0,
520286,-59.0,
520307,-61.0,16.0
520325,-120.0,
520332,-62.0,-12.0
520337,-145.0,0.0
520349,-34.0,163.0
520360,-177.0,55.0
520377,-141.0,
520400,-28.0,
520525,-28.0,-2.0
520544,-12.0,
520588,-44.0,
520711,-25.0,
520749,-2.0,16.0
520750,-31.0,
520751,-36.0,75.0
520824,-22.0,73.0
520836,-149.0,
520854,-93.0,-12.0
520857,-48.0,
520873,-36.0,16.0
520891,-29.0,
520962,-24.0,
520972,-94.0,
521032,-114.0,-81.0
521051,-304.0,
521069,-104.0,
521073,-147.0,-15.0
521081,-65.0,
521096,-42.0,
521109,-46.0,47.0
521115,-17.0,
521153,-35.0,
521160,-21.0,
521164,-25.0,
521209,-150.0,0.0
521249,-82.0,-10.0
521255,-46.0,90.0
521292,-124.0,
521297,-129.0,
521329,-185.0,
521341,-35.0,
521350,-28.0,
521377,-22.0,145.0
521394,-114.0,
521404,-72.0,
521430,-34.0,
521456,-60.0,-53.0
521496,-61.0,
521509,-16.0,
521526,-90.0,
521541,-21.0,
521542,-42.0,
521590,-51.0,
521601,-36.0,17.0
521614,-57.0,
521631,-14.0,
521644,-78.0,
521666,-57.0,
521671,-29.0,
521703,-113.0,12.0
521709,-89.0,
521742,-58.0,
521755,-115.0,65.0
521764,-18.0,
521788,-46.0,
521895,-52.0,
521903,-59.0,
521957,-31.0,145.0
522004,-28.0,164.0
522007,-81.0,
522023,-43.0,
522082,-35.0,235.0
522087,-24.0,
522090,-50.0,
522129,-85.0,179.0
522189,-52.0,
522205,-89.0,
522249,-119.0,
522257,-145.0,
522302,-67.0,
522312,-128.0,
522363,-42.0,58.0
522373,-29.0,
522381,-67.0,
522383,-16.0,
522426,-24.0,
522428,-52.0,
522433,-27.0,
522434,-24.0,
522441,-24.0,
